horario,t1,t2,t3,t4,t5,t6,
15:59:04,31.50,31.00,29.75,31.75,31.25,31.00,
15:59:05,31.50,31.00,29.50,31.75,31.50,31.00,
15:59:06,31.50,30.50,29.75,32.00,31.25,31.00,
15:59:07,31.50,30.50,29.50,32.00,31.50,31.00,
15:59:08,31.25,30.75,29.50,31.75,31.25,30.75,
15:59:09,31.50,30.75,29.50,32.00,30.75,31.00,
15:59:10,31.25,30.25,29.50,32.25,31.00,31.25,
15:59:11,31.25,30.75,29.50,31.75,31.00,31.00,
15:59:12,31.25,30.25,29.25,31.50,30.75,31.25,
15:59:13,31.00,30.75,29.25,31.50,31.00,30.50,
15:59:14,31.25,31.00,29.50,31.50,30.75,31.00,
15:59:15,31.75,30.75,29.75,31.75,30.75,31.00,
15:59:16,31.25,30.50,29.50,32.25,31.50,31.50,
15:59:17,31.25,30.50,29.75,32.00,31.25,31.25,
15:59:18,31.25,31.00,29.50,31.75,31.00,30.75,
15:59:19,31.00,31.00,30.00,32.00,31.25,31.25,
15:59:20,31.25,30.75,30.00,32.50,31.50,31.25,
15:59:21,31.50,30.25,29.25,31.75,31.25,31.00,
15:59:22,31.50,30.75,29.50,32.25,31.00,30.75,
15:59:23,30.75,31.00,29.50,32.25,31.50,30.75,
15:59:24,31.50,30.75,30.00,32.00,31.25,30.75,
15:59:25,31.00,30.75,29.25,31.75,31.25,31.25,
15:59:26,31.50,30.50,29.25,32.00,30.75,31.25,
15:59:27,31.50,30.75,29.50,31.75,31.00,31.00,
15:59:28,31.50,30.50,29.75,31.50,31.00,31.25,
15:59:29,31.75,31.00,29.50,32.25,30.75,31.25,
15:59:30,31.50,30.50,29.25,32.00,31.25,31.00,
15:59:31,31.25,31.00,29.50,32.25,31.25,31.00,
15:59:32,31.75,30.75,29.75,32.25,31.25,31.25,
15:59:33,31.25,30.50,29.50,32.25,31.25,31.00,
15:59:34,31.00,30.75,29.75,32.00,31.50,31.00,
15:59:35,31.50,30.75,29.75,32.00,31.00,30.75,
15:59:36,31.50,30.00,29.25,31.50,31.25,30.75,
15:59:37,31.50,30.75,29.50,32.25,31.25,30.50,
15:59:38,31.25,31.00,29.75,31.75,30.75,31.00,
15:59:39,31.25,30.50,29.25,32.00,31.50,31.25,
15:59:40,31.50,31.00,29.25,32.00,31.25,31.00,
15:59:41,31.00,30.50,29.75,31.25,30.75,30.75,
15:59:42,31.00,30.50,29.25,32.25,31.25,30.75,
15:59:43,31.25,30.50,29.00,32.00,31.00,30.75,
15:59:44,31.50,30.50,29.50,32.00,31.00,31.00,
15:59:45,31.50,30.50,29.75,32.00,31.25,31.50,
15:59:46,31.50,30.75,29.50,31.75,31.50,31.25,
15:59:47,31.50,30.75,29.50,31.50,30.75,31.00,
15:59:48,31.25,30.75,29.25,32.00,31.25,31.25,
15:59:49,31.50,30.50,29.50,31.75,31.00,31.00,
15:59:50,31.25,30.25,30.00,32.00,31.25,31.25,
15:59:51,31.25,30.50,29.50,31.50,31.25,31.25,
15:59:52,31.25,30.25,29.75,32.00,31.25,31.25,
15:59:53,30.75,30.75,29.50,32.25,30.75,31.25,
15:59:54,31.00,31.00,29.50,32.00,31.00,30.75,
15:59:55,31.25,31.00,29.50,31.75,31.50,31.25,
15:59:56,31.25,30.75,29.75,32.00,31.00,31.00,
15:59:57,31.75,30.75,29.75,31.75,31.25,30.50,
15:59:58,31.50,30.25,29.50,31.50,31.00,31.25,
15:59:59,31.50,30.75,29.25,32.00,31.00,31.25,
16:00:00,31.25,31.25,29.25,31.50,31.00,31.00,
16:00:01,31.50,30.50,29.50,32.25,30.75,31.25,
16:00:02,31.25,30.75,29.25,32.00,31.25,30.75,
16:00:03,31.00,30.75,29.75,31.50,31.25,31.25,
16:00:04,31.25,30.50,29.25,31.75,31.00,31.25,
16:00:05,31.50,30.50,29.25,32.00,31.00,31.00,
16:00:06,31.25,30.25,29.50,32.00,31.00,31.25,
16:00:07,31.25,31.00,29.75,31.50,31.25,31.25,
16:00:08,31.75,30.50,30.00,31.50,31.00,30.75,
16:00:09,31.50,30.50,29.00,32.00,31.25,31.25,
16:00:10,31.50,30.75,29.50,31.25,31.00,31.00,
16:00:11,31.50,30.50,29.75,31.25,31.00,31.00,
16:00:12,31.00,31.00,29.50,32.00,31.00,31.00,
16:00:13,31.25,30.75,29.50,31.75,31.25,31.00,
16:00:14,31.50,30.75,29.50,32.00,31.50,31.00,
16:00:15,31.50,30.75,29.25,31.75,31.25,30.75,
16:00:16,31.25,30.75,29.50,31.25,31.50,31.00,
16:00:17,31.50,31.00,29.75,32.00,31.50,30.75,
16:00:18,31.75,30.75,29.50,31.75,31.25,31.50,
16:00:19,31.25,30.75,29.50,32.00,31.25,31.25,
16:00:20,31.25,30.75,29.25,31.75,31.25,31.25,
16:00:21,31.25,31.25,29.75,32.00,31.00,30.75,
16:00:22,31.25,31.00,29.75,31.50,31.25,31.25,
16:00:23,31.75,31.25,29.75,32.00,31.00,30.75,
16:00:24,31.50,30.75,29.50,32.00,31.25,31.00,
16:00:25,31.00,30.75,30.00,32.00,31.25,31.25,
16:00:26,31.00,31.00,29.75,31.75,31.50,31.25,
16:00:27,31.50,30.50,30.00,32.00,31.50,31.25,
16:00:28,31.50,31.00,29.75,31.50,31.25,31.25,
16:00:29,31.00,30.75,29.75,31.75,31.00,31.25,
16:00:30,31.25,30.75,29.75,31.75,31.25,31.25,
16:00:31,31.25,30.75,29.50,31.75,31.25,31.00,
16:00:32,31.00,30.75,30.00,32.25,30.75,31.00,
16:00:33,31.25,31.00,29.50,31.75,31.50,31.00,
16:00:34,31.50,30.75,29.75,31.50,31.25,31.50,
16:00:35,31.50,30.75,29.75,31.75,31.00,31.00,
16:00:36,31.50,31.00,29.25,32.25,31.50,31.25,
16:00:37,31.50,30.50,29.50,31.50,31.50,31.25,
16:00:38,31.25,30.75,29.75,31.75,31.50,31.25,
16:00:39,31.50,31.00,29.25,32.00,31.50,31.50,
16:00:40,31.50,30.75,29.75,32.00,31.25,31.00,
16:00:41,31.50,30.75,29.50,32.25,31.25,31.25,
16:00:42,31.25,31.00,29.75,32.25,31.50,31.50,
16:00:43,31.00,30.75,29.75,32.25,31.00,30.75,
16:00:44,31.75,30.75,29.50,32.25,31.50,30.50,
16:00:45,31.50,30.75,30.00,32.00,31.00,31.00,
16:00:46,31.75,31.00,30.00,32.00,31.25,31.25,
16:00:47,31.25,30.75,29.75,31.75,31.50,31.50,
16:00:48,31.25,30.50,29.75,32.25,31.00,30.75,
16:00:49,31.25,30.75,29.75,32.25,31.25,31.00,
16:00:50,31.75,31.00,29.75,32.00,31.00,31.00,
16:00:51,31.50,30.75,29.50,31.75,31.50,30.75,
16:00:52,31.25,30.75,29.75,32.00,31.25,30.75,
16:00:53,31.25,30.75,30.00,32.00,31.00,31.00,
16:00:54,31.75,31.00,29.75,31.75,31.00,31.25,
16:00:55,31.50,31.00,29.75,32.25,30.75,30.75,
16:00:56,31.25,31.25,29.50,31.50,31.50,31.25,
16:00:57,31.50,31.00,30.00,31.50,31.25,31.00,
16:00:58,31.50,30.25,29.75,31.75,31.00,31.50,
16:00:59,31.50,30.50,29.50,31.50,31.25,31.25,
16:01:00,31.25,30.75,29.75,31.50,31.50,30.75,
16:01:01,31.25,30.75,29.75,32.00,31.25,31.50,
16:01:02,31.00,30.50,29.75,32.00,31.25,30.75,
16:01:03,31.25,30.75,29.75,32.00,31.50,30.75,
16:01:04,31.00,31.00,29.75,32.25,31.50,31.25,
16:01:05,31.00,30.75,29.50,32.00,31.25,31.00,
16:01:06,31.50,30.75,30.00,32.00,31.50,31.25,
16:01:07,31.25,30.75,29.25,32.25,31.50,31.25,
16:01:08,31.25,31.50,30.00,32.25,31.50,31.00,
16:01:09,31.00,31.00,29.75,31.75,31.25,31.00,
16:01:10,31.75,30.75,29.50,32.25,31.50,31.25,
16:01:11,31.25,31.00,30.00,31.75,31.50,31.50,
16:01:12,31.25,31.00,29.75,31.25,31.25,31.25,
16:01:13,31.75,31.00,29.25,32.25,31.25,31.00,
16:01:14,31.25,31.00,29.25,32.25,31.00,31.50,
16:01:15,31.25,30.50,29.75,32.00,31.50,31.25,
16:01:16,31.25,30.50,29.50,32.00,31.25,31.25,
16:01:17,31.75,31.00,29.75,32.25,31.50,30.75,
16:01:18,31.00,31.00,29.50,31.50,31.75,31.25,
16:01:19,31.50,30.75,29.75,32.00,31.50,31.25,
16:01:20,31.25,30.50,29.00,32.25,31.50,31.25,
16:01:21,31.50,30.25,29.25,32.25,31.25,31.25,
16:01:22,31.50,30.75,29.50,32.25,31.00,31.25,
16:01:23,31.50,30.75,29.75,31.75,31.00,31.00,
16:01:24,31.50,31.00,30.00,32.25,31.50,31.25,
16:01:25,31.75,30.75,29.50,32.25,31.25,31.00,
19:22:09,36.75,36.00,34.75,37.00,36.50,36.25,35°C
19:22:10,36.75,36.00,34.75,37.00,36.50,36.00,
19:22:11,36.75,35.50,34.00,36.75,36.00,36.25,
19:22:12,36.75,35.50,33.75,36.75,36.50,36.25,
19:22:13,36.50,35.75,34.00,37.00,36.25,36.00,
19:22:14,36.75,36.00,34.50,37.25,36.50,36.25,
19:22:15,37.00,36.00,34.50,36.75,36.00,36.25,
19:22:16,36.75,35.50,34.50,36.50,36.25,36.00,
19:22:17,36.00,35.25,34.50,36.75,36.25,36.25,
19:22:18,36.50,36.00,34.25,37.25,36.75,35.50,
19:22:19,36.50,36.00,34.25,37.25,36.25,36.25,
19:22:20,36.75,35.50,34.50,36.75,36.00,36.00,
19:22:21,36.25,36.00,34.50,37.25,36.50,36.25,
19:22:22,36.75,35.75,33.50,37.25,36.25,36.25,
19:22:23,36.75,36.00,34.50,37.00,36.25,36.00,
19:22:24,36.75,36.00,34.25,37.25,36.50,35.75,
19:22:25,36.25,35.50,34.50,37.00,36.25,36.25,
19:22:26,36.75,35.75,34.50,37.00,36.50,36.00,
19:22:27,36.25,35.75,34.50,36.75,36.75,36.00,
19:22:28,36.50,35.25,34.25,37.25,36.50,36.25,
19:22:29,36.50,36.00,34.25,37.25,36.50,35.25,
19:22:30,36.00,35.50,34.50,37.25,36.25,35.50,
19:22:31,36.75,36.00,34.50,37.25,36.25,36.25,
19:22:32,36.25,35.50,34.00,37.25,36.25,36.00,
19:22:33,36.25,36.00,34.50,36.50,36.50,36.00,
19:22:34,36.25,36.00,33.25,37.25,36.50,36.00,
19:22:35,36.50,35.75,34.50,36.50,36.75,35.50,
19:22:36,36.75,36.00,34.25,37.25,36.00,36.25,
19:22:37,36.00,36.00,34.50,37.00,36.25,36.00,
19:22:38,36.25,35.75,34.50,37.25,36.50,36.00,
19:22:39,36.50,36.00,34.75,37.25,36.25,35.75,
19:22:40,36.50,36.00,34.00,37.25,36.50,36.25,
19:22:41,36.50,35.50,34.00,37.25,36.75,36.00,
19:22:42,36.50,35.50,34.00,36.75,36.50,36.25,
19:22:43,36.50,35.75,34.25,37.25,36.00,36.25,
19:22:44,36.50,36.00,34.25,37.25,36.25,36.25,
19:22:45,36.00,36.00,34.00,36.75,36.50,36.00,
19:22:46,36.25,36.00,34.00,37.25,36.25,35.75,
19:22:47,36.75,36.00,34.25,37.25,36.25,35.75,
19:22:48,36.25,36.00,34.25,37.25,36.25,36.00,
19:22:49,36.50,35.75,34.00,36.75,36.00,36.25,
19:22:50,36.50,36.00,34.25,36.75,36.25,36.25,
19:22:51,36.50,35.50,34.50,36.75,36.25,36.00,
19:22:52,36.25,35.50,34.75,37.25,36.50,36.25,
19:22:53,36.75,35.75,34.25,37.00,36.50,36.00,
19:22:54,36.00,36.00,34.50,37.25,36.00,36.25,
19:22:55,36.75,35.50,34.00,36.75,36.25,35.75,
19:22:56,36.50,36.00,34.50,36.75,36.50,36.25,
19:22:57,36.75,35.50,34.00,37.50,36.50,36.00,
19:22:58,36.75,35.75,34.00,37.00,36.00,36.25,
19:22:59,35.75,36.00,34.00,37.25,36.75,36.25,
19:23:00,36.00,36.00,34.50,37.00,36.25,36.25,
19:23:01,36.25,35.25,34.50,37.25,36.75,35.75,
19:23:02,36.75,35.50,34.50,36.75,36.50,36.00,
19:23:03,36.25,36.00,33.75,37.25,36.75,36.00,
19:23:04,36.50,35.50,34.50,37.00,36.25,36.25,
19:23:05,36.50,35.50,34.50,37.25,36.50,36.25,
19:23:06,36.50,35.25,34.00,37.00,36.50,36.25,
19:23:07,36.00,35.50,34.50,37.00,36.25,36.00,
19:23:08,36.50,35.50,34.00,37.50,36.25,36.25,
19:23:09,36.25,36.00,33.75,37.25,36.25,35.75,
19:23:10,35.75,35.25,34.25,37.25,36.25,36.25,
19:23:13,36.75,36.00,34.00,37.00,36.00,36.00,
19:23:14,36.50,35.50,34.50,36.75,36.50,36.00,
19:23:15,36.75,35.75,34.25,36.75,36.50,36.00,
19:23:16,36.75,35.75,34.50,36.75,36.00,36.00,
19:23:17,36.25,36.00,34.50,37.25,36.25,36.25,
19:23:18,36.75,36.00,34.00,37.25,36.50,36.00,
19:23:19,36.50,35.50,34.00,37.00,35.75,36.00,
19:23:20,36.50,36.00,34.50,37.25,36.50,36.25,
19:23:21,36.50,35.75,34.50,37.25,36.00,36.00,
19:23:22,36.00,35.50,34.00,36.50,36.50,36.00,
19:23:23,36.50,35.50,33.75,37.25,36.25,36.25,
19:23:24,36.50,35.50,34.00,37.00,36.25,35.75,
19:23:25,36.25,36.00,34.50,36.75,36.75,36.00,
19:23:26,36.25,35.75,34.50,37.25,36.25,36.00,
19:23:27,36.75,35.75,34.00,36.75,36.50,36.25,
19:23:28,36.75,36.00,34.25,37.00,36.00,36.25,
19:23:29,36.00,35.25,34.50,37.25,36.50,36.25,
19:23:30,36.25,35.50,34.00,37.50,36.00,35.75,
19:23:31,36.75,36.00,34.25,36.75,36.00,36.00,
19:23:32,36.50,36.00,34.50,36.75,36.25,35.75,
19:23:33,36.00,35.75,34.50,36.75,36.50,36.25,
19:23:34,36.50,35.75,34.00,36.75,36.00,36.25,
19:23:35,36.25,36.00,34.50,37.00,36.75,36.00,
19:23:36,35.75,35.75,33.50,37.25,36.50,36.25,
19:23:37,36.50,35.25,34.50,37.25,36.50,36.25,
19:23:38,36.00,35.50,34.25,37.00,36.50,36.25,
19:23:39,36.00,35.50,34.50,37.25,35.75,36.50,
19:23:40,36.75,36.00,34.00,37.25,36.25,35.75,
19:23:41,36.50,36.25,34.50,37.25,36.50,36.25,
19:23:42,36.50,36.00,34.25,37.00,36.50,36.00,
19:23:43,36.50,35.75,34.25,36.75,36.50,35.75,
19:23:44,36.50,36.00,34.50,37.00,36.25,36.25,
19:23:45,36.50,36.00,34.25,36.75,36.00,36.00,
19:23:46,36.25,36.00,34.25,36.75,36.25,36.00,
19:23:47,35.75,35.25,34.50,37.25,36.25,36.00,
19:23:48,36.50,36.00,33.75,37.25,36.50,36.25,
19:23:49,36.75,36.00,34.25,37.25,36.75,36.00,
19:23:50,36.75,35.25,34.50,37.50,36.75,36.25,
19:23:51,36.50,35.75,34.50,37.00,36.50,36.00,
19:23:52,36.25,35.75,34.50,37.25,36.50,36.00,
19:23:53,36.75,36.00,34.00,37.00,36.50,36.25,
19:23:54,36.50,35.75,34.50,37.00,36.25,36.25,
19:23:55,36.50,36.25,34.50,36.75,35.75,36.25,
19:23:56,36.25,36.00,34.50,36.75,36.25,36.00,
19:23:57,36.50,36.00,33.75,37.00,36.00,36.00,
19:23:58,36.25,35.75,33.75,37.25,36.25,36.25,
19:23:59,36.50,35.75,34.00,37.25,36.00,36.25,
19:24:00,36.50,35.50,34.50,37.00,36.75,36.00,
19:24:01,36.50,35.75,34.00,37.25,36.50,36.25,
19:24:02,36.25,36.00,34.25,37.25,35.50,36.00,
19:24:03,36.75,36.00,34.50,37.00,36.25,36.00,
19:24:04,36.50,36.00,34.25,37.25,36.50,36.25,
19:24:05,36.00,36.00,33.75,37.25,36.50,35.75,
19:24:06,36.50,35.50,33.75,37.50,35.75,36.00,
19:24:07,36.25,36.00,34.50,37.00,36.25,36.00,
19:24:08,36.50,35.75,34.25,37.50,36.25,36.00,
19:24:09,36.50,36.00,34.00,37.00,36.00,36.00,
19:24:10,36.00,35.75,34.50,37.25,36.00,35.75,
19:24:11,36.75,35.75,34.25,37.25,36.50,36.00,
19:24:12,36.50,35.75,34.25,37.25,36.50,36.00,
19:24:13,36.50,35.50,34.50,37.25,36.25,36.00,
19:24:14,36.75,35.50,34.50,36.75,36.25,36.25,
19:24:15,36.00,35.50,34.50,36.75,35.75,35.50,
19:24:16,36.75,35.75,34.25,37.25,36.50,35.75,
19:24:17,36.50,35.75,34.00,37.00,36.25,36.25,
19:24:18,36.00,35.75,34.25,37.00,36.50,36.00,
19:24:19,36.00,35.75,34.25,36.75,36.50,36.25,
19:24:20,36.50,35.75,34.25,36.50,36.50,36.00,
19:24:21,36.50,35.75,34.25,36.75,36.25,36.00,
19:24:22,37.00,35.75,34.25,37.00,36.50,36.25,
19:24:23,35.50,35.75,34.25,37.25,36.50,35.50,
19:24:24,36.25,35.50,34.25,37.00,36.25,36.50,
19:24:25,36.50,35.75,34.50,37.25,36.00,36.25,
19:24:26,36.50,35.75,34.25,37.25,36.25,36.00,
19:24:27,36.00,35.50,34.00,37.00,36.50,36.00,
19:24:28,36.50,35.75,34.25,36.75,35.75,36.25,
19:24:29,36.50,35.75,34.25,37.25,36.50,35.75,
19:24:30,36.50,35.75,33.75,37.00,36.50,36.50,
19:24:31,36.00,36.00,34.25,37.50,36.50,35.75,
19:24:32,36.75,36.25,33.75,37.00,36.25,36.25,
19:24:33,36.50,36.00,34.25,37.25,36.50,36.00,
19:24:34,36.50,35.50,34.50,37.00,35.75,36.25,
19:24:35,36.25,35.75,34.25,36.75,36.50,36.25,
19:24:36,36.75,35.75,34.25,37.25,36.50,36.25,
19:24:37,36.50,35.75,34.25,36.75,36.50,36.25,
19:24:38,36.75,36.00,34.50,37.00,36.50,35.75,
19:24:39,36.50,35.50,34.25,37.00,36.25,36.50,
19:24:40,36.75,35.25,34.00,36.75,36.00,36.00,
19:24:41,36.25,35.75,34.00,37.25,35.75,35.75,
19:24:42,36.50,35.50,34.25,37.00,36.00,36.25,
19:24:43,36.00,35.75,34.50,37.00,36.50,36.25,
19:24:44,36.50,35.75,34.00,37.50,36.50,35.75,
19:24:45,36.50,35.75,34.50,36.75,36.50,36.25,
19:24:46,36.25,35.50,34.00,37.00,35.50,36.25,
19:24:47,36.50,35.75,34.50,37.00,36.25,35.50,
19:24:48,36.25,35.75,34.00,36.75,36.25,36.25,
19:24:49,36.75,35.75,34.25,37.00,36.50,36.00,
19:24:50,36.25,35.75,34.25,37.50,36.25,36.00,
19:24:51,36.50,35.75,34.00,36.75,35.75,35.75,
19:24:52,36.25,35.75,34.25,37.25,35.50,36.25,
19:24:53,36.00,35.75,34.25,37.00,36.50,36.25,
19:24:54,36.50,36.00,34.25,37.25,36.00,36.00,
19:24:55,36.25,35.75,34.50,37.25,36.50,36.25,
19:24:56,36.00,36.00,34.25,37.25,36.25,35.75,
19:24:57,36.25,35.75,34.00,36.75,36.50,36.25,
19:24:58,36.25,35.75,34.75,37.25,36.50,36.25,
19:24:59,35.75,35.75,34.00,37.00,36.25,36.25,
19:25:00,35.75,35.50,34.50,36.75,36.25,35.75,
19:25:01,36.50,35.25,34.50,37.25,36.00,36.25,
19:25:02,36.75,36.00,34.25,37.25,36.00,36.25,
19:25:03,36.25,35.75,34.25,37.50,36.00,36.25,
19:25:04,36.00,35.50,34.50,37.00,36.50,36.00,
19:25:05,36.00,35.50,34.00,37.00,36.25,36.25,
19:25:06,36.25,35.50,34.25,37.25,36.50,36.00,
19:25:07,36.25,36.25,34.00,37.25,36.00,36.25,
19:25:08,36.50,35.75,34.25,36.75,36.00,35.75,
19:25:09,36.50,36.00,34.25,36.75,36.50,36.25,
19:25:10,36.25,35.50,34.25,36.50,36.50,36.00,
19:25:11,36.50,35.75,34.25,36.50,36.25,36.25,
19:25:12,36.75,36.00,34.25,37.25,35.75,36.25,
19:25:13,36.25,35.75,34.25,37.25,36.25,36.25,
19:25:14,36.75,36.25,34.25,37.25,36.25,36.25,
19:25:15,36.00,36.00,33.75,37.00,36.50,35.75,
19:25:16,36.75,35.50,34.50,36.50,36.50,36.00,
19:25:17,36.50,36.00,33.75,37.00,36.50,36.25,
19:25:18,36.50,36.25,34.00,37.25,36.50,36.00,
19:25:19,36.00,35.75,34.00,36.75,36.50,36.25,
19:25:20,36.25,35.75,34.50,37.25,35.75,35.50,
19:25:21,36.25,36.25,34.50,37.25,36.25,36.00,
19:25:22,36.00,35.75,34.25,37.25,36.25,35.50,
19:25:23,36.50,36.00,34.25,37.00,36.50,36.25,
19:25:24,36.25,35.00,34.50,37.00,36.50,36.00,
19:25:25,36.25,35.50,33.50,37.25,35.75,35.75,
19:25:26,36.50,35.75,34.25,37.00,36.25,36.00,
19:25:27,36.75,35.75,34.00,37.25,36.50,35.75,
19:25:28,36.25,35.50,34.50,37.00,36.25,36.00,
19:25:29,36.75,36.00,34.00,37.25,36.00,35.75,
19:25:30,36.25,36.00,34.25,37.00,36.25,36.25,
19:25:31,36.50,35.75,34.50,37.25,36.50,36.00,
19:25:32,36.75,36.00,34.00,37.25,36.50,36.00,
19:25:33,36.00,35.75,34.50,37.25,36.50,36.00,
19:25:34,36.50,35.75,33.75,37.00,36.00,36.00,
19:25:35,35.75,35.75,34.50,37.25,36.50,35.50,
19:25:36,36.00,35.75,34.25,36.50,36.50,36.00,
19:25:37,36.00,35.50,33.75,37.25,36.25,36.25,
19:25:38,36.00,35.50,34.00,37.25,36.00,35.50,
19:25:39,36.25,36.00,34.50,37.25,35.75,36.00,
19:25:40,36.25,35.75,34.00,37.25,36.50,36.25,
19:25:41,36.00,35.75,34.00,37.25,36.00,35.75,
19:25:42,36.25,35.50,34.50,37.00,36.00,36.00,
19:25:43,36.00,36.00,33.75,37.50,35.50,35.25,
19:25:44,36.00,35.75,34.50,37.25,36.50,36.00,
19:25:45,36.25,36.00,34.25,37.25,36.50,36.25,
19:25:46,35.75,35.25,34.50,37.00,36.50,36.25,
19:25:48,36.50,35.75,34.50,37.50,36.00,36.25,
19:25:49,36.00,36.00,34.50,37.00,36.00,36.00,
19:25:50,36.75,35.75,34.50,36.75,36.25,35.75,
19:25:51,36.50,35.50,34.00,36.75,36.25,36.00,
19:25:52,36.25,35.50,34.50,37.25,36.50,36.00,
19:25:53,36.00,36.00,34.00,37.00,36.50,35.75,
19:25:54,36.50,36.00,34.25,37.00,36.00,36.25,
19:25:55,35.75,35.75,34.50,37.00,36.25,36.25,
19:25:56,36.75,36.25,34.25,37.25,36.25,35.75,
19:25:57,36.00,35.50,34.75,37.25,36.50,36.00,
19:25:58,36.75,36.00,34.50,37.50,36.50,36.00,
19:25:59,36.25,35.50,34.50,37.25,36.00,36.25,
19:26:00,36.25,35.75,34.50,37.50,36.50,36.50,
19:26:01,36.00,35.00,34.00,37.25,36.75,36.25,
19:26:02,36.00,36.00,33.75,36.25,36.50,36.25,
19:26:03,36.50,35.50,34.50,36.50,36.50,36.50,
19:26:04,36.25,36.00,34.25,37.25,36.00,36.25,
19:26:05,36.00,35.75,34.25,36.50,36.50,36.50,
19:26:06,36.50,36.00,34.25,37.25,36.25,36.25,
19:26:07,36.50,36.00,34.25,37.00,36.00,35.75,
19:26:08,36.50,35.50,34.50,36.75,36.25,36.25,
19:26:09,36.00,35.50,34.25,37.25,36.50,35.25,
19:26:10,36.50,36.00,34.00,37.50,36.50,36.25,
19:26:11,36.75,35.75,34.50,37.25,36.00,36.25,
19:26:12,36.25,35.50,34.25,37.25,36.50,36.25,
19:26:13,36.50,35.75,34.50,37.25,36.00,36.00,
19:26:14,36.50,35.25,33.75,37.50,36.50,36.25,
19:26:15,36.50,35.50,34.50,37.00,36.50,36.25,
19:26:16,36.00,35.25,34.25,37.25,36.50,36.00,
19:26:17,35.50,35.25,34.50,37.25,36.25,36.25,
19:26:18,36.50,35.50,34.25,36.75,36.50,36.25,
19:26:19,36.00,35.50,34.75,37.25,36.50,36.50,
19:26:20,36.00,36.00,33.75,37.25,36.50,36.00,
19:26:21,36.25,35.75,34.50,36.75,36.50,35.25,
19:26:22,36.50,35.50,34.50,37.25,36.25,36.25,
19:26:23,36.50,35.25,34.75,37.25,36.50,36.25,
19:26:24,36.50,36.00,34.25,37.25,36.25,36.25,
19:26:25,36.00,36.00,34.50,37.25,36.25,36.25,
19:26:26,36.25,36.00,34.50,37.00,36.50,36.25,
19:26:27,36.25,36.00,34.00,36.50,36.25,36.25,
19:26:28,36.50,35.50,34.75,37.50,36.25,36.25,
19:26:29,36.50,35.50,34.50,37.25,35.75,36.00,
19:26:30,36.25,35.50,34.25,36.50,36.50,36.00,
19:26:31,36.50,35.50,33.75,37.00,36.50,36.25,
19:26:32,36.25,36.00,33.75,36.75,36.50,36.25,
19:26:33,36.25,35.75,34.25,37.50,36.75,36.25,
19:26:34,36.50,35.75,34.50,37.25,36.25,36.50,
19:26:35,36.50,35.75,34.00,37.50,36.50,36.00,
19:26:36,36.25,36.00,34.50,37.00,36.25,36.00,
19:26:37,36.00,36.00,34.50,37.50,36.50,35.50,
19:26:38,36.25,36.00,34.75,37.50,36.25,36.00,
19:26:39,36.25,36.00,34.00,37.00,36.00,36.00,
19:26:40,36.00,36.00,34.50,37.25,36.25,35.75,
19:26:41,36.75,35.50,34.00,37.25,36.50,36.25,
19:26:42,36.75,35.25,34.00,37.25,36.50,36.25,
19:26:43,36.50,35.75,34.50,37.25,36.50,35.75,
19:26:44,36.50,36.25,34.50,37.00,36.25,35.75,
19:26:45,36.00,35.50,34.25,37.25,36.50,36.25,
19:26:46,36.75,36.00,34.00,37.00,36.25,36.00,
19:26:47,36.25,35.50,34.50,37.00,36.25,36.00,
19:26:48,36.75,35.75,34.00,37.25,36.00,35.75,
19:26:49,36.50,35.75,34.25,37.00,36.75,36.25,
19:26:50,36.75,36.00,34.00,37.00,36.25,36.25,
19:26:51,36.00,35.75,34.00,37.25,36.25,36.00,
19:26:52,36.50,35.50,34.25,37.25,36.50,36.25,
19:26:53,36.25,35.75,34.25,37.25,36.50,35.75,
19:26:54,36.50,35.75,34.00,36.25,36.50,35.50,
19:26:55,36.50,35.50,34.25,36.75,35.75,36.00,
19:26:56,36.75,35.75,34.00,37.50,36.00,36.25,
19:26:57,36.75,35.00,34.25,37.25,36.25,36.25,
19:26:58,36.50,36.00,33.75,37.25,36.25,36.25,
19:26:59,36.50,35.50,34.00,37.25,36.50,36.25,
19:27:00,36.50,35.75,34.25,37.25,36.75,36.25,
19:27:01,36.25,36.00,34.50,37.50,36.25,36.00,
19:27:02,36.75,35.50,34.50,37.00,36.25,36.00,
19:27:03,36.50,35.75,34.00,37.50,36.50,36.25,
19:27:04,36.00,35.50,33.75,37.25,36.50,36.25,
19:27:05,36.25,36.00,34.00,37.25,36.50,36.25,
19:27:06,36.00,35.75,34.00,37.25,36.25,36.25,
19:27:07,36.50,36.00,34.50,37.25,36.50,35.75,
19:27:08,36.25,35.50,34.50,37.25,36.00,36.50,
19:27:09,36.75,36.25,34.50,37.00,36.25,35.75,
19:27:10,36.25,35.75,34.50,37.25,36.25,36.25,
19:27:11,36.25,35.50,34.25,37.25,36.50,36.25,
19:27:12,36.50,36.00,34.50,37.25,36.00,36.25,
19:27:15,36.25,36.00,34.00,37.00,36.50,36.25,
19:27:16,36.50,36.00,34.50,37.00,36.00,36.25,
19:27:17,36.25,35.50,34.25,37.25,36.25,36.25,
19:27:18,36.00,36.25,34.50,36.75,36.25,36.25,
19:27:19,36.00,35.50,34.50,37.25,35.75,36.00,
19:27:20,36.25,36.00,34.50,37.25,36.75,36.25,
19:27:21,36.00,35.50,34.00,37.00,36.00,36.25,
